#,ID,Date,Description,Mode,Category,Sub Category,Amount,Balance,FCU Identified
1583,1583,09-11-2023,INF/INFT/716876652999/Johns PLC /Victor,upi,other credit,other,655.96,2325171.16,Verified
1584,1584,09-11-2023,NFS/SSND07/CASH WDL/31-05-77,imps,reversal credit,fuel,2889.14,3934667.1,Verified
1585,1585,10-11-2023,ATM DEC CHG/03-07-82/GST,vps,expenses,fuel,-582.35,3768245.97,Verified
1586,1586,13-11-2023,"VPS/Bell, Figueroa and Wilson/633224457115/East Jon",ecs,withdrawal,recharge,-3385.59,3894662.73,Fraud Identified
1587,1587,14-11-2023,IPS/MASTER FUEL/265678141288/000000000980/Armstrongburgh,inft,withdrawal,fuel,-3479.87,2376895.17,Fraud Identified
1588,1588,15-11-2023,UPI/41760354542/NO REMARKS/castillochristopher@upi/West Hunterhaven,inft,subsidy,other,9452.17,2588572.37,Verified
1589,1589,15-11-2023,APBS/IOC Ref No9270285657/64539520721490,ecs,other credit,bounce,9752.12,3153453.42,
1590,1590,16-11-2023,IPS/MASTER FUEL/918244294286/000000000980/Port Danny,upi,reversal credit,recharge,5743.17,4638916.37,Fraud Identified
1591,1591,18-11-2023,INF/INFT/724720386546/Price Group /Michael,ecs,reversal credit,bounce,5955.22,1758132.16,
1592,1592,20-11-2023,APBS/IOC Ref No2666170521/19961495290497,imps,subsidy,recharge,9293.82,239571.44,Fraud Identified
1593,1593,20-11-2023,UPI/973920125328/NO REMARKS/clarkdanielle@upi/South Susanmouth,ecs,expenses,bounce,542.91,3898140.76,Fraud Identified
1594,1594,21-11-2023,NFS/HOND07/CASH WDL/14-11-80,vps,reversal credit,other,8019.99,3956560.21,Fraud Identified
1595,1595,22-11-2023,VPS/Ramirez Inc/853985506290/Juliaborough,vps,withdrawal,recharge,-3353.5,2475197.16,Fraud Identified
1596,1596,24-11-2023,UPI/139612865758/NO REMARKS/matthewsnathan@upi/Lake Lisa,upi,expenses,bounce,-4669.95,2093981.55,Fraud Identified
1597,1597,25-11-2023,VPS/Black Group/459001293904/Port Richard,imps,reversal credit,loan,5142.34,2179888.73,
1598,1598,25-11-2023,"INF/INFT/733127053876/Hobbs, Clark and Barnes /Brandi",upi,subsidy,loan,-4803.68,4237282.25,
1599,1599,26-11-2023,VPS/Davidson PLC/597706398906/Jennifermouth,atm,expenses,loan,8193.9,418528.76,
1600,1600,26-11-2023,BIL/RCHG/9289856459/Vodafone -/001-782-337-8777,vps,reversal credit,other,1206.52,1431260.29,
1601,1601,26-11-2023,UPI/934450878877/NO REMARKS/tcarter@upi/Pinedahaven,inft,reversal credit,bounce,8436.57,2569272.55,Verified
1602,1602,27-11-2023,UPI/997934414644/NO REMARKS/qkey@upi/Lisahaven,vps,subsidy,fuel,7932.98,4171775,
1603,1603,27-11-2023,IPS/MASTER FUEL/611173073148/000000000980/North Carolyn,ecs,expenses,loan,4650.72,4236823.21,
1604,1604,28-11-2023,INF/INFT/590933238603/Weaver and Sons /Nicole,vps,expenses,loan,8636.84,1784462.6,
1605,1605,29-11-2023,ATM DEC CHG/04-11-82/GST,vps,reversal credit,fuel,2503.81,2480925.24,Verified
1606,1606,02-12-2023,IPS/MASTER FUEL/94695365454/000000000980/New Andrewburgh,imps,expenses,recharge,-2116.26,1279562.87,Verified
1607,1607,03-12-2023,VPS/Ward-Hall/848253738658/Thomasfort,inft,withdrawal,fuel,1111.08,2545536.63,Verified
1608,1608,04-12-2023,BIL/RCHG/1212996644/Vodafone -/(645)493-6296x2565,ecs,expenses,loan,-3656.69,2947612.41,Verified
1609,1609,05-12-2023,NFS/SDND07/CASH WDL/20-08-98,atm,withdrawal,bounce,2907.75,911404.55,Verified
1610,1610,07-12-2023,IPS/MASTER FUEL/259919784387/000000000980/West Earlhaven,upi,other credit,fuel,1744.36,2975697.3,
1611,1611,07-12-2023,IPS/MASTER FUEL/459555360276/000000000980/Terrifort,imps,subsidy,loan,3554.71,3074691.63,Fraud Identified
1612,1612,08-12-2023,INF/INFT/265857318678/Downs-Peters /Michael,upi,other credit,loan,-2586.77,2032701.54,Verified
1613,1613,09-12-2023,UPI/659707108218/NO REMARKS/suzannerose@upi/Nicholasmouth,upi,other credit,bounce,4396.87,705713.04,Fraud Identified
1614,1614,10-12-2023,ATM DEC CHG/24-09-80/GST,upi,other credit,loan,-3952.53,490822.11,
1615,1615,10-12-2023,NFS/FEND07/CASH WDL/26-05-00,imps,subsidy,bounce,7974.03,1945490.75,Verified
1616,1616,11-12-2023,IPS/MASTER FUEL/443514660320/000000000980/Christopherville,imps,subsidy,fuel,6992.94,4208183.42,
1617,1617,11-12-2023,NFS/ROND07/CASH WDL/11-10-92,atm,withdrawal,other,6441.6,4529766.19,Fraud Identified
1618,1618,12-12-2023,IPS/MASTER FUEL/411217977624/000000000980/Port Scott,imps,other credit,loan,-526.36,3821866.09,Verified
1619,1619,13-12-2023,IPS/MASTER FUEL/941084483955/000000000980/Morrisview,imps,other credit,recharge,-2058.94,1167941.87,Verified
1620,1620,13-12-2023,BIL/RCHG/5916245688/Vodafone -/001-449-385-5555x8474,upi,other credit,other,-888.38,1712107.7,
1621,1621,14-12-2023,NFS/SRND07/CASH WDL/02-05-94,atm,expenses,other,7068.46,1407500.14,Verified
1622,1622,15-12-2023,UPI/569706796613/NO REMARKS/amber97@upi/Port Sheilaport,vps,other credit,recharge,-152.84,2383070.84,Fraud Identified
1623,1623,16-12-2023,"VPS/Duncan, Thomas and Hernandez/867869345445/Lake Annside",vps,subsidy,fuel,-412.28,3276042.78,Fraud Identified
1624,1624,17-12-2023,VPS/Summers PLC/344396030612/West Geraldville,upi,reversal credit,bounce,3648.71,415129.69,
1625,1625,17-12-2023,UPI/822287337200/NO REMARKS/oramos@upi/Valentineside,inft,reversal credit,loan,-4081.97,2854621.69,Verified
1626,1626,18-12-2023,BIL/RCHG/2366278027/Vodafone -/344.239.9184x85699,atm,subsidy,other,-1085.7,1985493.92,Verified
1627,1627,18-12-2023,BIL/RCHG/9020933740/Vodafone -/001-491-836-2449x0235,imps,expenses,recharge,4531.95,2994986.42,Verified
1628,1628,18-12-2023,UPI/178301329378/NO REMARKS/scottlee@upi/Allenberg,upi,reversal credit,fuel,2491.07,4327354.26,Fraud Identified
1629,1629,22-12-2023,NFS/IQND07/CASH WDL/28-04-86,vps,other credit,loan,-351.42,2705861.35,Fraud Identified
1630,1630,23-12-2023,IPS/MASTER FUEL/884002757918/000000000980/Hollyview,ecs,expenses,fuel,-2747.13,487742.4,Verified
1631,1631,23-12-2023,"VPS/Johnson, Potter and Beck/171370076044/Jessicastad",atm,withdrawal,fuel,9391.29,4258419.12,
1632,1632,24-12-2023,ATM DEC CHG/03-03-80/GST,imps,other credit,recharge,7179.62,2773836.47,Verified
1633,1633,24-12-2023,NFS/QYND07/CASH WDL/05-04-91,upi,withdrawal,fuel,7254.22,3499919.49,Fraud Identified
1634,1634,27-12-2023,BIL/RCHG/6209213615/Vodafone -/418.445.2143,vps,subsidy,other,1211.58,3960460.28,Fraud Identified
1635,1635,27-12-2023,UPI/685317033318/NO REMARKS/rogersmegan@upi/South Michelleburgh,ecs,withdrawal,recharge,4196.16,4308977.07,Fraud Identified
1636,1636,27-12-2023,BIL/RCHG/1670981873/Vodafone -/001-390-630-4859,imps,withdrawal,bounce,3326.37,4648437.25,Fraud Identified
1637,1637,28-12-2023,ATM DEC CHG/25-06-91/GST,ecs,expenses,loan,4098.17,2766732.07,
1638,1638,29-12-2023,APBS/IOC Ref No503833642/84244634153945,ecs,other credit,bounce,7224.5,1372371.34,Fraud Identified
1639,1639,29-12-2023,NFS/ARND07/CASH WDL/21-05-04,atm,withdrawal,recharge,1708.2,3560633.77,Verified
1640,1640,30-12-2023,NFS/EYND07/CASH WDL/31-05-91,inft,reversal credit,fuel,-74.4,3601125.23,
1641,1641,31-12-2023,UPI/31860783194/NO REMARKS/zberry@upi/Port Natalie,vps,withdrawal,recharge,5796.67,4013494.3,Fraud Identified
1642,1642,02-01-2024,NFS/SVND07/CASH WDL/10-11-97,upi,other credit,recharge,3945.87,1773176.74,Verified
1643,1643,03-01-2024,IPS/MASTER FUEL/810043733828/000000000980/New Mark,imps,expenses,other,8145.12,504013.14,
1644,1644,03-01-2024,VPS/Curry-White/358114314062/Johnsonborough,vps,subsidy,bounce,1367.49,3429816.22,Fraud Identified
1645,1645,04-01-2024,NFS/XJND07/CASH WDL/15-09-04,vps,withdrawal,bounce,-448.91,299337.09,
1646,1646,04-01-2024,INF/INFT/470103325073/Perry-Robinson /Danielle,vps,expenses,other,5815.1,2883162.26,Verified
1647,1647,06-01-2024,NFS/MEND07/CASH WDL/10-01-77,ecs,other credit,recharge,-3418.76,4497483.07,Fraud Identified
1648,1648,09-01-2024,BIL/RCHG/8955306825/Vodafone -/349.460.2415x530,upi,withdrawal,loan,-1615.15,1766823.84,
1649,1649,09-01-2024,BIL/RCHG/5247053377/Vodafone -/+1-287-639-1509x3608,inft,expenses,bounce,5540.91,2350228.96,Fraud Identified
1650,1650,10-01-2024,ATM DEC CHG/03-06-06/GST,imps,subsidy,recharge,1898.22,1718861.34,Fraud Identified
1651,1651,10-01-2024,IPS/MASTER FUEL/830341747496/000000000980/South Tanyaburgh,vps,subsidy,fuel,-3617.73,4428063.76,Fraud Identified
1652,1652,11-01-2024,UPI/709918086316/NO REMARKS/jtanner@upi/Kellyborough,atm,withdrawal,recharge,-4780.8,1055629.33,Fraud Identified
1653,1653,11-01-2024,BIL/RCHG/2806078039/Vodafone -/385-618-9405,imps,reversal credit,bounce,8114.79,1908731.48,Fraud Identified
1654,1654,11-01-2024,IPS/MASTER FUEL/169979581196/000000000980/Mariaberg,imps,reversal credit,recharge,4020.14,4563372.31,Verified
1655,1655,12-01-2024,VPS/Burgess Ltd/47039494241/Mariachester,imps,other credit,fuel,-3839.53,1439475.7,
1656,1656,12-01-2024,NFS/HBND07/CASH WDL/08-03-94,ecs,withdrawal,fuel,-2344.48,4159405.01,Verified
1657,1657,13-01-2024,APBS/IOC Ref No2081866360/48550088792474,imps,other credit,fuel,4583.39,3774630.45,Fraud Identified
1658,1658,13-01-2024,VPS/Perez-Williams/3831633983/South Paulside,atm,subsidy,loan,9425.77,4636796.83,
1659,1659,14-01-2024,VPS/Vaughn-Wright/388279888720/Ramseyberg,ecs,subsidy,recharge,-508.21,3909813.47,Verified
1660,1660,15-01-2024,ATM DEC CHG/30-07-02/GST,upi,reversal credit,other,-721.7,4136599.3,Fraud Identified
1661,1661,16-01-2024,UPI/725672732394/NO REMARKS/fletcherdeanna@upi/South Paul,atm,other credit,loan,1244.27,1110589.21,Fraud Identified
1662,1662,17-01-2024,VPS/Hopkins Inc/204524232604/Hicksburgh,atm,withdrawal,loan,-3566.05,7973.78,Fraud Identified
1663,1663,17-01-2024,NFS/FWND07/CASH WDL/18-02-80,atm,reversal credit,bounce,-2456.95,126564.61,Fraud Identified
1664,1664,17-01-2024,APBS/IOC Ref No6899123617/39731964002816,upi,other credit,loan,204.31,1753028.43,Verified
1665,1665,17-01-2024,INF/INFT/367531266803/Patterson-Caldwell /Stephen,inft,subsidy,fuel,2504.71,3726167.9,Fraud Identified
1666,1666,18-01-2024,NFS/IOND07/CASH WDL/28-06-85,atm,withdrawal,loan,6107.66,625406.94,
1667,1667,19-01-2024,BIL/RCHG/4822396964/Vodafone -/515.977.3336x948,inft,expenses,bounce,845.25,499807.01,
1668,1668,19-01-2024,IPS/MASTER FUEL/249901687817/000000000980/Lake Michael,ecs,withdrawal,loan,-1762.63,2195283.77,Fraud Identified
1669,1669,20-01-2024,UPI/956678287127/NO REMARKS/dlewis@upi/Hardychester,upi,other credit,loan,9685.75,1817561.98,
1670,1670,20-01-2024,"INF/INFT/174337125224/Johnson, Bennett and Wagner /Mike",imps,reversal credit,fuel,-1797.32,3319541.93,
1671,1671,21-01-2024,IPS/MASTER FUEL/876136260219/000000000980/Port Lauriemouth,vps,other credit,recharge,5531.55,1870115.34,Fraud Identified
1672,1672,21-01-2024,VPS/Baldwin LLC/611167339377/North Anthonymouth,atm,withdrawal,fuel,3061.48,3052321.34,Verified
1673,1673,22-01-2024,ATM DEC CHG/04-08-94/GST,ecs,withdrawal,loan,7597.88,303763.34,Fraud Identified
1674,1674,23-01-2024,NFS/EUND07/CASH WDL/03-05-94,inft,expenses,other,3542.69,1588798.56,
1675,1675,23-01-2024,ATM DEC CHG/27-09-83/GST,ecs,subsidy,other,7517.31,2736205.05,Fraud Identified
1676,1676,24-01-2024,"VPS/Gonzalez, Castillo and Cook/82901024052/Bruceview",inft,subsidy,loan,6949.14,1482117.98,Fraud Identified
1677,1677,24-01-2024,APBS/IOC Ref No6566665151/32938619096345,atm,reversal credit,recharge,-794.56,2333510.39,
1678,1678,28-01-2024,INF/INFT/259562184848/Rodriguez-Krueger /Jennifer,imps,other credit,recharge,9803.12,2162922.32,
1679,1679,28-01-2024,APBS/IOC Ref No1501198217/13097359532785,inft,reversal credit,bounce,1233.65,4110366.02,Verified
1680,1680,29-01-2024,"VPS/Hicks, Simpson and Cruz/751199428866/Ryanberg",upi,withdrawal,loan,4872.36,940845.7,Fraud Identified
1681,1681,29-01-2024,"VPS/Freeman, Garza and Floyd/474060637817/Lake Elizabethborough",upi,expenses,bounce,-1286.25,1691839.84,
1682,1682,29-01-2024,NFS/XEND07/CASH WDL/18-04-90,upi,withdrawal,recharge,8398.69,3763014.26,Fraud Identified
1683,1683,30-01-2024,BIL/RCHG/202465598/Vodafone -/784.480.8445x249,ecs,subsidy,loan,9009.93,11797.35,Fraud Identified
1684,1684,30-01-2024,BIL/RCHG/2342202403/Vodafone -/6693337543,upi,expenses,loan,1195.85,2538738.19,Verified
1685,1685,30-01-2024,ATM DEC CHG/21-05-75/GST,upi,other credit,other,5940.93,2746454.54,Verified
1686,1686,30-01-2024,NFS/MUND07/CASH WDL/11-02-03,atm,expenses,recharge,605.2,3295680.78,Fraud Identified
1687,1687,30-01-2024,VPS/Howard-Fernandez/306681567464/Chasetown,inft,other credit,recharge,-22.39,4355492.6,Verified
1688,1688,30-01-2024,APBS/IOC Ref No358445331/11082942508562,imps,expenses,bounce,2400.15,4588158.81,
1689,1689,01-02-2024,ATM DEC CHG/22-05-05/GST,vps,withdrawal,recharge,5492.44,1012752.89,Fraud Identified
1690,1690,01-02-2024,NFS/OXND07/CASH WDL/12-02-86,atm,reversal credit,bounce,-592.2,3759810.04,Fraud Identified
1691,1691,01-02-2024,APBS/IOC Ref No2329937649/63779103000102,imps,expenses,loan,108.04,4608292.14,Fraud Identified
1692,1692,02-02-2024,"INF/INFT/487210377528/Lawson, Cantrell and Riley /Miranda",inft,withdrawal,loan,2085.43,879632.31,Fraud Identified
1693,1693,02-02-2024,ATM DEC CHG/20-06-03/GST,ecs,expenses,fuel,-1183.46,3634767.24,Verified
1694,1694,04-02-2024,UPI/183395141898/NO REMARKS/dwilson@upi/Lawrenceport,inft,reversal credit,recharge,2722.55,2372372.58,Verified
1695,1695,04-02-2024,"INF/INFT/484957602403/Mathis, Stanley and Smith /Roberto",vps,subsidy,bounce,1260.21,3396256.65,
1696,1696,04-02-2024,UPI/178894043356/NO REMARKS/jenkinsshelby@upi/South Daltonfort,inft,reversal credit,bounce,-1328.09,4436557.09,
1697,1697,05-02-2024,ATM DEC CHG/15-04-82/GST,atm,other credit,recharge,-1460.81,2893808.52,Verified
1698,1698,05-02-2024,UPI/902594085591/NO REMARKS/gregory37@upi/New Stephenberg,upi,subsidy,recharge,4807.85,3685416.22,Fraud Identified
1699,1699,05-02-2024,"VPS/Evans, Sanchez and Schneider/616633434320/North Daniel",upi,subsidy,bounce,9511.33,4388571.88,
1700,1700,06-02-2024,"VPS/Moss, Luna and Wells/846252762857/Taraville",vps,expenses,other,1929.22,2275509.35,
1701,1701,07-02-2024,APBS/IOC Ref No5620805366/83328070947682,imps,reversal credit,other,-1003.03,30800.37,Verified
1702,1702,07-02-2024,UPI/103151979974/NO REMARKS/christopherrose@upi/West Sarahmouth,atm,subsidy,bounce,-1432.89,1480519.67,Fraud Identified
1703,1703,07-02-2024,VPS/Blackwell-Walls/140950646011/Christianmouth,vps,withdrawal,loan,5843.08,2961670.22,Verified
1704,1704,08-02-2024,UPI/368782796823/NO REMARKS/brittanyspencer@upi/West Jacobtown,ecs,other credit,recharge,8902.71,1183292.02,
1705,1705,08-02-2024,IPS/MASTER FUEL/897339935732/000000000980/South Daniel,upi,withdrawal,recharge,6453.27,2341147.29,Fraud Identified
1706,1706,09-02-2024,VPS/Johnson PLC/767910134881/Schneiderland,ecs,subsidy,other,-919.55,2608003.19,
1707,1707,09-02-2024,BIL/RCHG/5873096839/Vodafone -/001-421-401-9543x6435,vps,subsidy,recharge,-3711.57,3188227.94,Fraud Identified
1708,1708,10-02-2024,NFS/NVND07/CASH WDL/04-05-02,imps,withdrawal,bounce,4275.29,192093.08,
1709,1709,10-02-2024,ATM DEC CHG/27-08-87/GST,inft,other credit,bounce,1216.84,1975998.17,
1710,1710,10-02-2024,ATM DEC CHG/27-02-95/GST,imps,reversal credit,fuel,1191.17,3938366.86,Fraud Identified
1711,1711,11-02-2024,IPS/MASTER FUEL/257440527420/000000000980/Lake Tylerland,vps,other credit,recharge,-4434.86,3100269.13,
1712,1712,12-02-2024,IPS/MASTER FUEL/938591781716/000000000980/West Donaldville,atm,withdrawal,bounce,-4952.88,343195.73,
1713,1713,13-02-2024,VPS/Sparks-Lawrence/950110252333/Bonillabury,inft,other credit,other,-3176.94,1122556.02,
1714,1714,13-02-2024,ATM DEC CHG/27-08-95/GST,vps,expenses,loan,181.15,3775150.67,Fraud Identified
1715,1715,14-02-2024,NFS/SOND07/CASH WDL/12-11-91,atm,withdrawal,loan,-4160.3,2639545.65,Verified
1716,1716,15-02-2024,INF/INFT/607258022989/Stark LLC /Douglas,ecs,reversal credit,fuel,3150.53,632222.54,Verified
1717,1717,15-02-2024,NFS/DHND07/CASH WDL/29-06-02,upi,expenses,recharge,-3078.82,1997111.93,Verified
1718,1718,16-02-2024,APBS/IOC Ref No1081404614/63620894779918,atm,expenses,recharge,9371.87,3091480.31,Fraud Identified
1719,1719,16-02-2024,APBS/IOC Ref No1836812435/98081773599373,upi,expenses,recharge,1324.13,3554874.86,
1720,1720,16-02-2024,"VPS/Casey, Tran and Villegas/846476804934/Hillburgh",atm,expenses,recharge,1431.91,3970733.54,Verified
1721,1721,17-02-2024,INF/INFT/655654459249/Brown Ltd /Jennifer,upi,expenses,other,4094.88,2579085.91,Fraud Identified
1722,1722,18-02-2024,IPS/MASTER FUEL/87241049254/000000000980/Port Dawn,imps,subsidy,bounce,-3749.24,364059.69,
1723,1723,18-02-2024,NFS/CYND07/CASH WDL/09-07-75,atm,other credit,bounce,1874.98,1995269.1,Verified
1724,1724,19-02-2024,IPS/MASTER FUEL/345962868367/000000000980/East Ashleyborough,upi,withdrawal,recharge,1556.83,4234539.51,Fraud Identified
1725,1725,22-02-2024,"INF/INFT/991852915607/Haynes, George and Bennett /John",imps,subsidy,other,2718.84,2482664.14,
1726,1726,23-02-2024,INF/INFT/166867555066/Rogers-Bender /Brandon,atm,subsidy,recharge,7874.36,420060.02,Verified
1727,1727,23-02-2024,APBS/IOC Ref No2152420748/13469635485900,ecs,other credit,bounce,3106.74,2480545.01,Fraud Identified
1728,1728,24-02-2024,IPS/MASTER FUEL/84473792567/000000000980/Anthonyburgh,inft,withdrawal,bounce,-4771.06,721813.35,Verified
1729,1729,25-02-2024,UPI/463457490142/NO REMARKS/zgreen@upi/New Josephfurt,atm,withdrawal,loan,661.14,3458320.71,
1730,1730,25-02-2024,INF/INFT/325220805641/Cline-Bradley /Diana,vps,expenses,recharge,4275.5,4252617.07,
1731,1731,26-02-2024,BIL/RCHG/7547561412/Vodafone -/2234663861,atm,other credit,fuel,-1078.3,1756968.32,Verified
1732,1732,26-02-2024,APBS/IOC Ref No1347399458/89038065836812,imps,subsidy,other,2429.22,2003522.92,Fraud Identified
1733,1733,26-02-2024,NFS/SDND07/CASH WDL/20-03-77,upi,expenses,loan,4258.1,3254670.2,Fraud Identified
1734,1734,26-02-2024,IPS/MASTER FUEL/716478010/000000000980/Janiceton,imps,withdrawal,loan,4870.58,3749244.58,
1735,1735,27-02-2024,UPI/232320466412/NO REMARKS/wilsonjoseph@upi/Lake Gary,vps,withdrawal,other,118.82,484280.09,
1736,1736,28-02-2024,APBS/IOC Ref No4372950780/3200425144883,vps,reversal credit,recharge,-3856.17,1107217.24,
1737,1737,28-02-2024,APBS/IOC Ref No8834055090/77713488036548,atm,other credit,loan,-4010.72,1930150.07,Verified
1738,1738,28-02-2024,ATM DEC CHG/04-09-89/GST,ecs,reversal credit,loan,5204.44,3766314.07,Verified
1739,1739,01-03-2024,APBS/IOC Ref No3532572012/49878722306706,vps,subsidy,fuel,4744.3,98163.02,
1740,1740,01-03-2024,APBS/IOC Ref No8358642231/84036464739077,atm,reversal credit,other,-1711.42,994649.18,Verified
1741,1741,01-03-2024,INF/INFT/720937371660/Valdez Group /John,upi,expenses,bounce,595.48,4023203.56,Verified
1742,1742,02-03-2024,"VPS/Wilson, Green and Joseph/62236147821/Lake Carlos",vps,withdrawal,loan,1414.19,436653.36,Fraud Identified
1743,1743,03-03-2024,APBS/IOC Ref No8232670889/2557117390210,vps,withdrawal,fuel,3625.19,1253918.78,
1744,1744,03-03-2024,APBS/IOC Ref No9734868645/51720554799069,imps,other credit,bounce,2671.34,1386349.44,
1745,1745,04-03-2024,IPS/MASTER FUEL/811412307759/000000000980/North Christopherberg,atm,withdrawal,fuel,9010.63,4490485.08,
1746,1746,05-03-2024,"VPS/Gomez, Brown and Thomas/360478953036/East Brenda",ecs,withdrawal,bounce,123.74,693160.61,Verified
1747,1747,05-03-2024,ATM DEC CHG/27-01-96/GST,atm,withdrawal,bounce,173.94,941731.95,
1748,1748,06-03-2024,NFS/XAND07/CASH WDL/31-05-04,imps,reversal credit,bounce,-3045.8,2018617.9,Verified
1749,1749,07-03-2024,VPS/Mendez-Nelson/324750670310/Lake Shariside,imps,subsidy,bounce,5108.46,1919814.77,Fraud Identified
1750,1750,08-03-2024,INF/INFT/773558427808/Gibson LLC /Vicki,inft,reversal credit,fuel,-1499.84,4570665.09,
1751,1751,09-03-2024,UPI/897120156615/NO REMARKS/greyes@upi/West Ian,inft,other credit,loan,-4461.56,2417810.23,
1752,1752,09-03-2024,"INF/INFT/256610688121/Little, Hughes and Gordon /Frank",imps,withdrawal,bounce,-1149.7,4650382.46,Fraud Identified
1753,1753,11-03-2024,NFS/FRND07/CASH WDL/20-09-96,upi,other credit,loan,6848.01,4005183.87,Verified
1754,1754,13-03-2024,NFS/SKND07/CASH WDL/08-11-81,inft,withdrawal,loan,9256.94,1739231.89,Fraud Identified
1755,1755,13-03-2024,VPS/Lewis-Walker/853014166769/Lake Loristad,imps,reversal credit,fuel,6408.78,4109543.25,Verified
1756,1756,14-03-2024,UPI/704272558348/NO REMARKS/melindaschwartz@upi/Kathrynberg,vps,expenses,bounce,239.18,549661.02,
1757,1757,14-03-2024,BIL/RCHG/1625681370/Vodafone -/302.560.4595x4145,upi,other credit,fuel,6399.36,2793465.57,
1758,1758,14-03-2024,IPS/MASTER FUEL/529509992290/000000000980/Lake Scotthaven,ecs,withdrawal,bounce,7573.34,4437364.28,
1759,1759,15-03-2024,INF/INFT/783513047002/Hatfield PLC /Christine,upi,subsidy,loan,9616.73,1155607.62,Verified
1760,1760,15-03-2024,IPS/MASTER FUEL/825252097188/000000000980/Cochrantown,atm,withdrawal,fuel,-4415.81,2131802.02,Verified
1761,1761,15-03-2024,ATM DEC CHG/13-10-98/GST,ecs,expenses,other,2171.39,2910895.58,Fraud Identified
1762,1762,16-03-2024,NFS/KSND07/CASH WDL/03-03-75,atm,expenses,other,7852.61,2767628.46,
1763,1763,16-03-2024,VPS/Carlson-White/713673379764/Port Eric,imps,subsidy,fuel,-1784.31,2976885.43,Verified
1764,1764,17-03-2024,NFS/SSND07/CASH WDL/15-05-77,atm,other credit,loan,1138.98,497279.55,
1765,1765,17-03-2024,UPI/246355188809/NO REMARKS/batesjoseph@upi/Scottstad,inft,subsidy,bounce,8115.09,513657.24,Fraud Identified
1766,1766,17-03-2024,IPS/MASTER FUEL/195047205744/000000000980/Lake Tracitown,inft,other credit,recharge,5989.81,2082624.88,Verified
1767,1767,17-03-2024,BIL/RCHG/4434117929/Vodafone -/+1-936-968-5245x41808,upi,withdrawal,recharge,4149.74,3948175.65,Fraud Identified
1768,1768,20-03-2024,INF/INFT/925658052593/Thompson-Medina /Tony,atm,subsidy,fuel,-4180.45,1156390.06,
1769,1769,20-03-2024,IPS/MASTER FUEL/569649808976/000000000980/Ballardview,atm,reversal credit,loan,734.13,1240285.43,Verified
1770,1770,21-03-2024,"VPS/Walker, Williams and Ho/848705882208/Lake Mary",upi,other credit,bounce,2898.39,421194.91,
1771,1771,21-03-2024,IPS/MASTER FUEL/444607463885/000000000980/Johnsonland,upi,expenses,fuel,8129.68,999281.36,
1772,1772,22-03-2024,VPS/Smith PLC/51413155553/Paynemouth,imps,subsidy,other,112.96,652557.82,Fraud Identified
1773,1773,22-03-2024,VPS/Guerrero-Johnson/701408314508/East Jonathan,vps,subsidy,recharge,4405.36,2915232.86,
1774,1774,24-03-2024,APBS/IOC Ref No4999414601/51854588377823,vps,reversal credit,loan,-1063.49,1473753.55,Fraud Identified
1775,1775,24-03-2024,APBS/IOC Ref No7757324423/50359444389195,vps,withdrawal,fuel,160.4,4674562.9,
1776,1776,25-03-2024,ATM DEC CHG/25-03-99/GST,imps,withdrawal,recharge,-4874.84,3299526.02,Fraud Identified
1777,1777,28-03-2024,VPS/Thornton-Horton/741928057979/New Christopher,imps,reversal credit,bounce,1604.36,2075035.22,Verified
1778,1778,29-03-2024,"VPS/Cline, Haynes and Stephens/622753674409/Teresaside",imps,expenses,fuel,322.25,3721368.46,Fraud Identified
1779,1779,31-03-2024,"VPS/Montgomery, Jones and Spencer/119474845955/Robertsshire",vps,expenses,other,-1200.8,1183127.4,Fraud Identified
1780,1780,01-04-2024,BIL/RCHG/6894429566/Vodafone -/001-507-219-3706,atm,subsidy,fuel,9725.54,1238152.99,
1781,1781,01-04-2024,VPS/Ryan Group/160684594302/Brittanytown,ecs,other credit,other,6983.88,4143278.97,Verified
1782,1782,02-04-2024,IPS/MASTER FUEL/690345754361/000000000980/Feliciachester,imps,withdrawal,bounce,1621.07,598194.78,Verified
1783,1783,02-04-2024,NFS/TZND07/CASH WDL/01-01-00,atm,expenses,other,7830.95,2584627.41,Verified
1784,1784,03-04-2024,UPI/423203603355/NO REMARKS/megan08@upi/New Jameston,vps,other credit,other,2139.05,1115124.31,
1785,1785,04-04-2024,NFS/LEND07/CASH WDL/02-04-91,ecs,withdrawal,loan,1680.67,433253.65,Verified
1786,1786,04-04-2024,BIL/RCHG/7036202931/Vodafone -/(603)544-0926x4088,atm,expenses,recharge,282.84,1229002.59,Verified
1787,1787,05-04-2024,UPI/230927051185/NO REMARKS/clarkshane@upi/Roachview,atm,withdrawal,fuel,2540.22,2451783.27,Verified
1788,1788,06-04-2024,APBS/IOC Ref No9305556126/71549214382016,atm,withdrawal,recharge,7497.44,61443.76,
1789,1789,06-04-2024,INF/INFT/783540926344/Gonzalez Inc /Johnathan,upi,other credit,recharge,-3976.87,276938.32,Verified
1790,1790,06-04-2024,"INF/INFT/685449601807/Nunez, Oliver and Friedman /David",vps,other credit,other,-3798.44,2818266.09,Verified
1791,1791,10-04-2024,ATM DEC CHG/16-10-05/GST,imps,reversal credit,recharge,-4988.63,3535588.14,Fraud Identified
1792,1792,10-04-2024,INF/INFT/459912269056/Simpson-Gray /Melissa,atm,expenses,bounce,-3717.13,3572644.9,Fraud Identified
